,bulk_sample_1,scRNA_sample_1
Gm12045,0,0
Gm6905,0,3
Tspan11,4,0
Snhg4,0,5
Gm13325,0,0
Mir670,0,0
Olfr648,0,0
Gm12594,0,0
Ccdc146,3,0
Aimp2,15,4
Akap8l,54,38
Ipmk,50,15
Poc1b,23,26
Hoxb5,1,0
Crispld1,9,4
Igkv4-53,0,0
Gm12986,0,0
Eid2b,6,22
Pgm2,14,54
Slc6a19,20,0
Kank2,30,1
Stat2,79,94
Atp7b,9,5
n-R5s115,0,0
Gm12325,0,0
Pwp1,45,75
Mir183,0,0
D130040H23Rik,27,0
Ptpn11,120,73
Tnfrsf13c,13,3
Cyp2a12,1,0
Gm14930,0,0
Pla2g12a,30,49
Gm17540,0,0
Rab4b,5,0
4921504A21Rik,0,0
Mir449b,0,0
Dnd1,4,2
B430305J03Rik,0,0
Spink12,2,0
Gm10112,0,0
Shmt1,47,2
Zfp804a,2,0
Gm12946,0,0
Gm14552,0,0
Gm15130,0,0
Gm10499,3,0
Lefty1,10,0
Gm13217,1,0
Ccnjl,13,4
Dcbld1,14,2
Gm16158,0,0
Anpep,47,0
Tinagl1,54,5
Gm4924,3,0
Olfr1141,0,0
Gm10250,11,243
Gm13903,0,0
Gm7732,0,0
Mei1,4,0
Etfa,123,61
Psmd7,87,104
Gast,9,13
Gm13200,0,0
Ttf1,25,34
Pard3b,82,8
Cpt1a,81,24
Fam83a,3,0
n-R5s3,0,0
9130213A22Rik,3,0
Trbj2-7,0,0
Izumo1,28,0
Igkv12-47,0,0
Ptpn14,197,34
1700012B09Rik,2,0
Gm15950,0,0
Uqcrc2,152,107
Otub2,12,2
Gm12434,0,0
Vmn1r115,0,0
Fbxo9,29,37
Stt3b,171,152
Sox15,1,0
Gm15331,1,0
Gm3646,0,0
Mir542,0,0
Gm14725,0,0
Fiz1,43,5
Ephb3,44,26
Cyp2d22,1,0
Gm7199,0,0
Reg2,2,0
Mpg,8,13
Adat2,4,16
Krt1,22,6
Cntn4,4,0
Eps15l1,84,47
Znrf1,104,72
Gm14070,0,0
Gm6551,1,0
Nfat5,206,89
Gm15473,1,0
Vav1,10,883
Atp6ap1l,0,0
Hspb6,10,0
Chsy3,8,0
Gm10417,0,0
Layn,1,22
Zfp942,11,10
Kif26b,20,0
Gm14744,0,0
Gm11339,0,0
Olfr1500,0,0
Nfil3,43,20
Gm14089,0,0
3110045C21Rik,0,5
Agpat2,24,44
Bach2,9,5
Zcchc12,8,0
Rpe65,1,0
Gm11573,0,0
Plod2,12,0
Phf6,11,11
Wac,96,48
A630031M04Rik,1,0
Cnga1,0,0
Gm4242,0,0
Ppef1,4,0
n-R5s172,0,0
Mmp12,6,0
Ubxn7,50,4
Gnaz,2,36
9030619P08Rik,0,0
Gfra3,32,0
Gm16712,4,0
Ptms,311,552
Zc3h7b,474,68
Serac1,16,0
Gm6630,0,0
Gm16251,0,0
Gm13409,0,0
Olfr461,3,0
Gm10548,1,0
Las1l,46,25
Gm15087,0,0
4930590J08Rik,32,5
Trim7,110,36
Rgs14,17,17
Sema3e,12,0
Colec11,4,0
Dhrs7c,1,0
Bsg,223,411
Fndc4,1,0
BC018473,1,0
Laptm4b,39,53
Gm15394,0,0
Gm6506,0,0
Uba3,45,8
Olfr66,1,0
Rufy2,22,4
Manbal,52,36
Gabrb2,3,4
Nqo2,33,6
Fam13c,2,0
Med12,129,7
Gm14069,0,0
Necab2,3,0
Tfdp2,33,29
Gm8165,0,0
Klf1,4,3
Aldh1b1,23,3
Tomm7,72,233
Snrnp35,12,9
Gm6580,1,0
Gm5724,0,0
Mns1,15,17
Akna,59,4
Gm17091,0,0
Capsl,22,12
Gm14092,0,0
Olfr1112,0,0
Rpl31,152,148
Gm9105,3,4
Epha5,4,12
Macrod1,4,14
Kcnk18,0,0
Tdpoz1,1,0
Gm12095,0,0
Dkk3,5,0
Clic5,135,89
Mir412,0,0
Gbgt1,1,0
Akap6,43,0
Ccdc93,33,17
Gm3002,0,0
Gm13991,2,1
Zfp931,2,2
Omt2b,2,0
Stfa2,3,35
Tgm2,97,4
A930004D18Rik,2,3
Gm5708,0,0
Nkx1-1,1,0
Mup-ps2,0,0
Inppl1,79,30
Gata2,8,0
2610507I01Rik,33,5
Cyp2t4,1,0
Gm5583,0,0
Mir707,0,0
Txnl1,61,65
Gm13321,0,0
Gm14246,0,0
Fabp5,721,184
Krtap27-1,0,0
Gm11261,0,0
Atad3a,36,66
Kifc5c-ps,0,0
Nucb1,381,228
Gm18737,1,2
Speer3,0,0
Rbfa,14,29
Esrrb,15,0
Bnc2,2,3
Ikbkb,312,45
Defa-ps15,0,0
Adipor2,285,80
Gm15237,0,0
Haus7,14,8
Zpld1,0,0
Krtcap3,17,135
Arl15,15,19
Gm13709,0,0
Apex1,9,5
Igkv12-98,0,0
Gm10614,1,0
Ppil4,37,74
Zfp747,6,8
Cyp4a28-ps,0,0
Slc26a3,3,0
Dlg1,152,44
Cldn17,0,0
Olfr31,0,0
Gm14584,2,0
Birc6,269,141
Gm15012,0,0
Rab43,3,21
Mobp,2,0
Hpn,19,8
Traj2,0,0
Erh,16,14
Gm14428,0,0
Ebf1,14,10
Olfr71,0,0
Retnlb,4,0
Ascl2,5,60
Tssk5,0,0
Gm13302,0,0
Mfap3l,40,4
Snapc5,20,119
Rnpc3,17,22
Nup205,82,94
Krit1,46,24
Sqstm1,556,214
Mup-ps3,0,0
Gm16405,0,0
Zc4h2,5,0
Gm17415,1,6
Dock3,15,0
Bok,64,2
H2-K2,39,15
Lbp,11,37
Rbp3,2,0
Defa-ps18,0,0
Mfsd2b,5,0
Rbfox3,18,0
Olfr170,0,0
Gm13206,1,0
Zfp385c,7,0
Gm5670,0,0
Gm3099,0,0
Mir674,0,0
1810062G17Rik,4,0
Ccl7,8,3
Zmynd11,106,193
Hoxb9,16,0
9130230L23Rik,11,14
1700012C08Rik,0,1
Gm20453,0,0
Ccnb1ip1,1,0
Gm8250,1,0
Gm6897,0,0
Gm17094,7,0
Olfr960,0,0
Zfp655,40,5
Nipsnap3b,27,55
Zbtb4,31,149
Pde6g,1,4
Gm15795,0,4
A530016L24Rik,2,0
Shd,2,0
Max,41,17
Gm13546,4,0
Ptpn7,6,3
Gm17484,0,0
Cyp27a1,25,10
Apba3,25,11
Gm11240,1,0
Rad52,22,16
Abcc5,49,35
Nhlh2,1,0
Bmp6,17,0
Gm10718,0,0
Gm3443,1,0
Krtap4-7,0,0
Gm14254,0,0
Mrpl49,21,49
Olfr691,0,0
9330154K18Rik,0,0
Aanat,0,0
Slc39a1-ps,3,0
Gm12453,0,0
Olfr605,0,0
Ctf2,1,0
Acsl4,35,99
Moxd1,3,0
Olfr1118,0,0
Gm14985,0,0
Gm12150,0,0
Herc1,229,95
Gm14505,0,0
Mir877,0,0
Gm13274,0,0
Hjurp,142,64
Inpp5f,15,2
Vmn2r22,0,0
Gm10654,1,0
Mgat2,51,3
Usp42,34,32
Chd7,38,152
Pgam1,23,25
Foxo6,5,0
Azi2,53,40
Dnajc5b,1,0
Gm15276,0,0
Gm5884,3,0
Vmn1r93,0,0
Sema4g,35,23
4921504E06Rik,0,0
Dpp7,7,10
Gm12929,1,3
Cdh20,1,0
Pias1,46,83
Pnp2,7,1
Cwc27,13,30
Alad,42,149
Gm11342,0,0
Gm12886,1,4
Gm12203,0,0
Foxp2,5,0
Abcc1,488,56
Gm3852,0,0
Olfr891,0,0
Syt8,16,7
Numbl,5,0
Spo11,14,0
St3gal3,24,39
Olfr1312,0,0
Dhx15,150,79
Inpp5k,45,37
Gm13063,0,0
Eef2,2990,1425
Gcnt1,73,15
Tnfrsf13b,3,5
Gm4822,0,0
Copg2,53,27
Gm6583,1,0
Gm4294,4,124
Gm14355,0,0
Gm12749,2,2
Olfr1069-ps1,0,0
n-R5s213,0,0
Phactr2,23,54
Slc11a2,27,22
Fabp4,411,130
Gm5648,3,0
C920021L13Rik,1,0
Gm13286,0,0
Gm15801,0,0
Gm9903,2,0
Ints4,115,57
2310061N02Rik,0,0
Cntnap5a,6,8
Itga9,20,7
Krt18,895,4055
Gm10318,0,0
3110040N11Rik,16,29
Pkd1l2,12,1
Gm14988,0,0
Tnf,89,6
1700020N15Rik,0,0
Gm14296,1,0
H3f3c,0,0
Gm17359,2,0
Cdca8,29,7
Gm2042,0,0
Abcb11,7,0
D030046N08Rik,0,0
Lrrn1,10,0
4933415A04Rik,1,1
Gm11554,0,0
Mfsd6l,18,12
Gm10558,0,0
Zfp788,13,0
Ovol3,1,327
Reep6,5,0
Bbox1,12,0
Gm11581,0,0
Olfr584,0,0
Gm9954,0,0
Dpysl5,32,7
Atp6v1d,83,125
Sec22a,16,27
Flcn,41,20
Olfr612,0,0
Olfr729,0,0
Gm14004,0,0
Tfrc,101,5
Serpini1,25,9
Olfr1023,0,0
Rad51ap2,0,0
Gm11278,0,0
Gm14348,0,0
Gm11360,0,0
Lrrfip2,28,34
Iqcb1,20,10
Gm15466,0,18
Epcam,655,1444
A530021J07Rik,1,0
Cenpm,7,7
Dcun1d2,26,7
Hoxd4,4,0
Gm3636,3,0
Pank1,10,7
Rd3,24,0
Gm12280,0,0
Fam189b,7,7
Rabif,28,36
Olfr1153,0,0
4933404O12Rik,10,7
Lrrc8a,6,7
Abcc3,45,36
Tpsg1,10,0
Tomm40l,8,24
Tpm3-rs2,0,0
Pycard,23,69
Gm12530,8,4
Srxn1,263,23
Gm13027,2,0
Gm12411,0,3
Smc2,57,0
Ubqlnl,0,0
Mir1938,0,0
Trim12c,15,56
4930481A15Rik,2,14
Gm14124,0,0
Efnb3,16,0
Apobec2,7,0
Cd200,32,22
Mkrn1-ps1,1,4
Phf21a,109,42
Inmt,5,0
4931417E11Rik,0,0
Cacna1s,11,0
Gm9934,0,0
Gm15075,0,0
Gm15922,0,0
Nnmt,3,0
Gm13065,0,0
Ugt1a8,0,0
Vgf,102,1
Htr7,213,0
Ccno,30,0
Olfr573-ps1,0,0
Gm2115,7,0
Gm13464,0,0
Mir1927,0,0
4930449I24Rik,0,0
Gnat2,5,0
Mkks,6,36
Zfp407,29,16
4930444E06Rik,0,0
Exd2,30,8
Gm12590,0,0
Gm5114,0,0
Gm12173,2,0
n-R5s155,0,0
A930016O22Rik,1,6
Gm2966,0,0
Sdcbp,86,93
C920006O11Rik,2,6
1700007L15Rik,1,0
Sntg2,3,0
4933406D12Rik,0,0
Glrx3,40,54
Snx6,54,60
Astx4a,0,0
Gm10277,1,0
1110025L11Rik,0,0
Gm12023,0,0
Gm11582,0,0
n-R5s197,0,0
Olfr490,0,0
Olfr363-ps,0,0
Gm20481,0,0
Gm15108,0,0
Ticam1,35,24
Gm13230,1,0
Gm17101,0,0
Gm6783,0,0
Vmn2r69,0,0
Smpd2,21,11
Gm8108,0,0
n-R5s154,0,0
Gm13569,0,0
Gm13375,7,0
Cldn7,172,648
Lrit1,6,0
4930563I02Rik,0,0
Fam151b,3,7
Parvg,6,3
Numa1,213,206
Dnaja4,31,49
Chst11,180,17
Gm14510,0,0
Ppp2r3c,20,20
Repin1,38,17
Rasip1,24,10
Rragd,67,29
Txndc9,56,67
Tmed8,142,30
Arrdc2,46,18
Fhit,5,33
Lama1,23,0
6030471H07Rik,0,0
Gm13203,1,7
Olfr532,0,0
Chchd5,11,17
n-R5s125,0,0
Gm9885,0,0
Ubr3,131,45
4921536K21Rik,2,0
Sash1,20,25
Gm16563,0,0
Fsd1l,22,1
Dpf3,3,0
Pstpip2,53,87
Bcl2a1d,35,0
Acsm3,1,0
Larp7,32,39
1700025O08Rik,0,0
Cryba4,11,0
Klhl9,62,4
n-R5s149,0,0
Ube2q1,93,81
Gphb5,14,0
Gm14001,0,0
Olfr1306,0,0
Igfbp4,24,18
Nr1h2,87,94
Vmn2r84,1,0
Nr6a1,11,13
4732440D04Rik,2,0
Vmn2r36,0,0
Gm11860,0,0
Ankk1,1,0
Myo1d,54,100
Nos1,21,0
Gm14537,0,1
Gm13855,0,0
Vmn1r66,0,0
Gm16578,0,0
Hapln1,7,0
Tmem52,3,2
Nek6,13,19
Gm13223,0,0
Gm12513,0,0
Gm1968,0,0
Sec63,75,108
Gm16196,1,0
Nfkb2,984,103
Gm14688,0,1
Hrct1,0,0
Gm14845,0,0
Olfr155,1,0
Gstp2,1,2
Dgat2l6,2,0
Gm5168,0,0
Gm14425,0,0
Gm11282,0,0
S100a10,78,64
Pitpnc1,188,119
Apcdd1,27,0
Spire1,12,5
Insc,13,0
Ripply2,18,0
Crnkl1,47,29
Man2a2,27,3
Gabrg3,7,4
Arhgef5,77,25
Ube4a,100,7
Nop10,25,31
Meis3,25,5
2310061I04Rik,31,140
Lcn8,10,0
Gjd3,5,0
Dcaf15,30,18
Uty,0,3
Gm8503,0,0
Gm11493,0,0
Ssxb5,0,0
Olfr549,0,0
Gm11267,0,0
Snord33,0,51
Kcnk15,0,0
Rps15,387,1462
Trim43a,3,0
Pofut1,57,24
Ngfr,28,24
Gm10583,0,0
Pdia6,342,112
4930593C16Rik,0,0
Gm11629,0,0
Gm20479,0,0
Gm2221,0,3
Mrpl41,15,74
Snord42a,0,0
Gm16141,0,3
Gm11491,0,4
Gm15391,0,0
Gm5828,1,0
Gcc1,57,21
Gm10128,0,0
Acbd5,55,30
Vmn2r106,0,0
Cpox,37,68
Nr1i3,0,0
Gm11919,0,0
Gm12292,0,0
Fbxl18,32,40
Svopl,2,0
Apoo,7,11
Gm13228,0,0
Gm11394,0,0
Gm12042,0,0
Oas1h,26,5
Gm16023,3,0
Galr1,1,0
Rmi1,9,8
Olfr1331,0,0
Gm11400,25,0
Ccdc159,6,0
Usp10,89,39
Rragb,2,8
Depdc1a,2,0
Gm12239,0,0
Gm20401,0,0
Gm11508,0,3
I830077J02Rik,11,0
Gm13663,5,0
Olfr9,0,0
Rnf165,19,0
Gm11659,1,0
Olfr294,0,0
Zfp526,16,0
Cngb3,1,0
Nol12,17,24
Serpini2,0,0
Mir669a-10,0,0
Olfr1286,0,0
Olfr49,0,0
Abcd4,24,20
Mfsd8,20,4
Ntrk1,9,0
Prr5l,10,0
Gm11190,1,2
Ntn1,14,0
Gm5466,1,0
Mphosph6,19,7
Rnf13,38,20
Ppa2,28,65
Gm3344,0,0
Ankrd42,10,2
Gm15138,0,0
Larp4b,129,34
Gm18560,0,0
Gm14396,0,0
Bms1,63,50
Tex22,0,0
Gm14032,0,0
Ankrd13a,111,147
Gm14100,0,0
Gm7876,0,0
1810062O18Rik,1,0
n-R5s193,0,23
Nr2e1,0,0
Hoxc4,5,7
Trim52,0,0
Gm14715,0,0
E530001F21Rik,0,0
Chrna6,3,0
Cachd1,40,77
Gm15288,0,0
Gm11427,1,0
Kif1b,218,149
Sirt4,22,4
Gm8237,1,1
Ephb2,10,17
Gm16630,1,0
Gm13620,0,0
Gm13117,0,0
Mip,12,0
Eda,10,5
Gm11325,0,0
Pmp2,5,4
Gm14332,0,0
Ets1,24,34
Aicda,12,6
Mettl6,24,14
Olfr1036,0,0
Erp29,76,172
Dusp15,55,0
Gm17063,0,0
Actrt2,0,0
4933433G15Rik,0,0
Atat1,25,84
N4bp2l2,84,51
Lrrc14,20,13
Olfr548-ps1,0,0
Trex1,0,0
Gm5228,1,10
Gm3531,13,22
Eapp,34,66
Gm13672,0,0
Olfr585,0,0
Pld6,0,0
Aldh18a1,48,2
Gm13848,1,0
C330013E15Rik,1,0
Gm6313,0,0
Skint1,208,8
Gm13922,0,0
1700054O19Rik,0,0
Dsc2,116,13
Thnsl1,8,2
B930094E09Rik,1,0
1700112D23Rik,1,0
Slc26a4,29,1
Rassf6,123,697
Ak8,8,0
Crisp2,0,0
Gm11559,0,0
Arl14,3,13
Nme2,10,198
Gpr63,5,0
Zc3h13,105,177
AF357341,0,0
Myom2,11,0
Gm12932,1,0
4930455H04Rik,0,0
Oog4,0,0
Vmn1r149,0,0
Dnase2b,1,0
Fth1,481,1004
Dsg1b,58,3
Usp45,20,13
Gm15854,0,0
Dock10,327,7
4930558J22Rik,0,0
Poc1a,25,14
Olfr615,0,0
Olfr1288,0,0
Miip,17,23
Sigmar1,22,20
Rab8a,68,116
Ace2,8,5
Ankrd39,4,13
Lpar6,3,10
Gm17259,1,0
Alkbh2,5,27
Tpm1,147,313
Gm12264,1,0
Pdzd8,69,27
Madcam1,75,8
Gm16220,0,0
Gm15932,0,0
Gm15216,0,0
Gm16480,0,0
Gm8522,1,0
Nmu,1,0
Dmrtc2,0,0
Sarm1,7,0
1700042G07Rik,0,0
Gm15637,0,0
Gm12660,0,0
Slit3,25,0
Pou4f2,1,0
Gm9924,0,0
Wdr53,23,15
Gm13990,0,0
Cpa4,1,0
Rpl5-ps1,0,50
Vmn1r-ps65,0,0
Sstr4,0,0
Gm15620,1,0
Gm12934,0,0
Gm12100,0,0
Gfpt2,23,9
Gm4907,0,0
4930542C12Rik,0,2
Spata3,0,0
Adh6b,7,0
Fbxo32,57,49
Jtb,31,42
Zc3h11a,10,226
Gm5755,0,0
Gm8926,0,0
Myl1,2,0
Gm10051,0,136
AU040972,1,17
Dok3,4,33
Bst2,69,85
Igkv6-17,0,0
Pip4k2c,111,51
Frmd4a,46,60
Micall1,377,97
Gm10620,0,0
Zmynd8,146,259
Suclg1,145,198
n-R5s106,0,0
Gm14115,0,0
Arhgap36,6,0
Gm16120,1,0
Gm14629,0,0
Synpr,3,13
Vmn2r-ps81,0,0
Asxl2,63,70
mt-Tw,0,0
Gm17219,0,0
Zfp641,46,4
Gm9385,3,90
Trpv5,1,0
Gm17163,0,0
Ndufa13,84,519
Map3k13,38,0
Cdkl4,4,3
Olfr1040,0,0
Gm4912,0,0
Gm20460,0,0
Tas2r109,0,2
Gm15076,0,0
Shisa2,41,2
Gm15675,1,0
BC028528,1,0
Ptar1,21,12
Eef1a1,2426,249
Fam166b,0,0
Phlda2,2,0
Zfp354c,3,0
Ncoa5,70,30
C130026I21Rik,2,1
Mapk4,12,1
Gm7850,2,0
Gm6483,1,68
Gm17122,0,0
Astx1b,0,0
Selplg,12,29
Olfr464,3,0
Pparg,7,6
Upp2,3,5
Tas2r135,0,0
Car5b,3,0
Src,295,63
Glyctk,4,2
Olfr601,0,0
Ero1l,80,9
Trav7d-5,0,0
Mir767,0,0
Olfr1282,0,0
Gm12799,2,2
Olfr531,1,0
Pigv,17,20
Gm13822,0,5
Gm17213,0,0
Gm16071,5,0
Myh10,47,11
Shisa5,196,226
Snrpe,29,83
Piwil2,15,1
Usp39,33,10
Fhl2,5,8
Bche,84,0
Gm16106,0,0
Pdcd4,137,120
Reg1,18,0
Gm7168,1,0
Olfr1472,0,0
Prl8a1,0,0
Nlrp12,2,0
Twf1,140,88
Safb,158,86
Ms4a1,4,4
Olfr433,1,5
Trafd1,114,113
Tecrl,0,0
Gm15555,0,0
Olfr1253,0,0
Gm10062,0,0
4921539E11Rik,0,0
Sox10,10,0
Trbv31,0,0
Wdr25,11,15
B3gnt2,5,261
Vmn2r43,0,0
Foxd1,1,0
Snx16,29,5
Gm7190,0,0
Gm15517,0,0
Dcdc5,2,0
Maf,45,20
Gm14002,1,0
Vmn1r170,0,0
Il1r1,93,4
Znrf2,70,48
Dis3l,27,39
Rabep1,30,40
Vmn1r-ps46,0,0
Gm6155,0,70
Gm13615,0,0
Pfpl,2,0
Ptprc,19,70
Ece2,0,0
Fhl3,4,1
Psmb7,80,165
Lep,1,0
Psmb3,51,96
Gm3298,0,0
A630001G21Rik,3,31
Olfr192,0,0
Tnnc1,7,0
N4bp2l1,326,30
Fam98a,81,18
4930583P06Rik,0,0
Lemd1,2,0
H1f0,300,57
Slc9a8,60,33
Adamtsl3,6,0
Tctex1d2,5,23
Gm12865,0,0
Pex14,18,17
Psmg3,8,11
Rnase9,0,0
Tbcc,20,62
Gm12883,2,0
Tbpl1,18,43
Gm11037,0,0
Gm7535,2,3
Gm12537,0,3
Mamdc2,3,0
Gm15913,0,0
Sct,33,208
Gm15230,0,0
Xlr5c,0,0
Msl1,46,100
Pih1d2,4,3
Hspb2,2,4
Nmb,12,16
Syt9,2,0
Pold4,14,89
5031434O11Rik,1,1
Col1a1,133,3
Pdzd4,7,7
Col16a1,19,38
Timm9,17,47
Irf2bp2,146,86
mt-Tl1,2,0
Gm9432,0,26
4933405D12Rik,0,0
Igkj1,0,0
Zcchc18,22,9
Ptprm,7,3
Intu,34,5
Gm6812,0,0
Gm11876,0,0
Gm14803,0,0
Gm12853,0,0
Mir708,0,0
Stx3,42,70
Gm16302,0,0
Gm11714,0,0
Gm13640,0,0
Gfm2,46,33
Kap,4,0
Gm5409,0,0
Igkv9-129,0,0
Celf3,31,0
Olfr1359,0,0
Eef1g,155,278
H2-Q10,77,7
Eif3s6-ps1,1,2
Snx5,167,35
Cbln3,5,5
Rln1,6,0
Gm11371,0,0
Olfr944,0,0
Anxa7,112,79
Spata2,89,17
Lrrc3,5,2
2310040G07Rik,0,5
Olfr1208,0,0
Lrat,40,0
Fam89a,181,41
Cetn2,37,15
Jund,250,382
1200007C13Rik,1,0
Sfta2,0,0
Npc2,1056,361
Scnn1b,8,0
Tmsb10,107,294
Krtap4-8,0,0
Gm7438,0,0
Rfx1,55,25
Vmn2r115,0,0
Otp,2,0
Tpbpa,0,0
Ppm1n,1,0
Uqcrq,95,312
Blcap,43,22
Col9a3,4,8
Mapkbp1,61,27
Vmn1r-ps66,0,0
Gm12765,0,0
Olfr1343-ps1,0,0
Ccdc154,4,0
Gm8624,1,38
Clasp1,133,63
Gm12375,0,0
Chrna7,2,0
Gm10699,0,0
Urb1,35,6
Prrg3,57,0
Nolc1,97,37
Dmkn,51,4
Tpbpb,0,0
Gm15618,0,0
Pgls,75,154
Lyz1,206,17
Tmbim4,51,74
Azin1,188,34
Tram1l1,1,0
Scamp5,13,8
Gm6884,0,0
Dnajc10,103,30
Kifc1,11,0
Als2,34,10
Gm6039,2,13
Olfr1277,0,0
Gm13215,0,0
Tdpoz5,0,0
Zpbp,2,0
Mir467b,0,0
Ppt1,67,70
Ifna-ps1,0,0
Chd5,13,0
Gm9703,0,161
Gm15425,2,0
Nxf2,2,0
4930542C16Rik,1,0
Sesn3,159,169
Pip5k1c,96,56
Gm17477,1,0
Gm17782,1,0
Xkr8,2,0
Vmn1r235,0,0
Vmn1r19,0,0
C1rb,0,0
Tfpt,14,4
Ndufb2,12,237
Cryab,29,54
Col25a1,4,0
Gm14893,0,0
Gm14676,0,0
Gm17023,0,0
Apoc2,0,43
Gm15079,0,0
Cct6a,175,18
Gm16217,0,0
Gm15749,0,0
Vmn1r130,0,0
Gm12755,0,0
Gm4450,0,0
Sdr16c6,3,0
Tom1l1,32,22
Gm15671,0,0
Rab32,110,16
Vmn2r-ps128,0,0
2610027K06Rik,0,0
Rpgr,15,0
Gm16091,4,0
Lrrc31,12,0
Anapc1,113,65
Gm15289,0,0
Dnm3os,0,0
Gm17469,0,0
Dhtkd1,3,0
Scarna2,0,4
Olfr876,0,0
Plekhm1,39,47
Gm9343,0,0
Gm13061,0,0
Ceacam12,2,0
Wdr3,39,28
D430036J16Rik,0,17
Fktn,37,25
Parp9,70,20
Mos,0,0
Sla2,4,5
Ttc16,19,0
Gm12181,0,0
Slfn10-ps,4,46
Carns1,11,1
Mdm4,206,1
Gm16041,0,0
Gm14415,0,0
Homer1,18,23
Psmb8,130,247
Mta1,44,20
Ms4a3,6,0
Casp6,45,71
P4ha1,47,16
4930517O19Rik,0,0
Gm12377,0,0
Lynx1,19,47
Olfr448,0,0
Slc2a3,23,1
Gnl2,83,68
Stard9,11,0
Pdk4,12,0
Ncr3-ps,0,0
Fabp2,9,0
Sun3,1,0
Gm8737,0,0
n-R5s194,0,0
Gm15214,0,0
Crisp1,9,0
Mir382,0,0
Insig2,60,12
Ly6g,38,0
Tgfbr2,9,6
Elane,1,0
Gm16032,0,0
Gm13446,0,0
Napa,170,201
Itsn1,33,42
Gm6952,0,0
Olfr862,0,0
Ncam1,14,0
Gm2003,0,0
Thoc3,21,39
Itgb7,3,7
Gm10131,3,9
Parp3,101,69
Igkv2-137,0,0
Eno4,3,14
Gm12037,0,0
Rbks,4,14
Wdr27,4,7
Haus6,17,2
Art1,4,6
Gm2381,0,0
D930030I03Rik,1,5
Armc1,30,26
Hnrnpm,249,179
Gm14764,0,0
Ddt,27,123
6820408C15Rik,4,0
Lzts1,11,0
Pink1,37,244
Slc4a10,17,0
Abcf2,60,10
Gm14984,0,0
Mir19b-1,0,0
n-R5s189,0,0
Gm17473,0,0
Arfgap1,54,39
H2-Q4,310,38
Scyl3,29,32
Gm15730,0,0
Sprn,4,0
Cd6,8,0
Parp8,99,84
1700037C06Rik,0,0
Vmn2r34,0,0
Gm13220,0,0
Glt8d1,17,2
Xlr4e-ps,0,0
Mir323,0,0
Dusp28,4,10
Gm13013,0,0
Htr1f,0,0
A630091E08Rik,0,0
Rgs12,42,63
Gm12945,0,0
Tnrc6c,105,170
Gm4152,1,0
Gm16192,0,0
Chmp2a,110,381
Itgam,7,0
Gcdh,36,13
Gm4945,0,4
Cyp4f40,5,0
Iglc3,14,23
Snord11,0,0
Cdyl,11,102
Tex28,0,0
Gm12641,0,0
Dqx1,9,4
Mir1983,0,0
Mgat4b,44,62
Vmn1r205,0,0
Pgm2l1,6,75
Gm5150,0,0
Cps1,31,0
Impg1,1,0
Pdcd5,17,41
Mn1,57,30
Bax,62,105
Serf2,30,113
Grap,217,36
Tmem45a,19,0
Rpl12,186,136
Racgap1,95,12
Gria2,2,0
Sele,7,0
Ano4,3,0
Olfr762-ps1,0,0
Gm15916,0,0
Gm4011,0,0
4930518I15Rik,1,0
Errfi1,95,25
Psd2,32,0
BB557941,0,0
Gm9115,1,0
Snx33,66,40
Gm7350,0,0
Sf3a3,42,52
Rxrg,7,0
Pcdh12,19,0
Rps13-ps1,3,378
Gm13576,0,0
Sarnp,12,12
Ctdsp1,35,57
Marveld2,65,35
Olfr1378,0,0
Parp11,37,14
Pes1,51,26
Gm9959,0,0
Vwde,2,0
Olfr1509,0,0
H2-M10.5,10,3
Olfr1029,0,0
Gpi1,206,164
Gm17052,0,0
Gm14929,0,0
2410152P15Rik,0,0
Crmp1,22,0
Kir3dl1,0,0
Atp9a,208,132
Prss58,0,0
Mocs1,114,12
Ugdh,45,4
Hoxb3,2,0
Wdfy4,61,6
Gm8991,3,1
Trap1a,1,0
Slc26a11,4,2
C1qtnf1,11,0
E330014E10Rik,0,0
Olfr577,0,0
Sub1,79,230
Gm6999,129,6
Tppp3,59,161
Plekha8,28,20
Snord111,0,0
Gm12920,0,0
Smg5,99,30
Mir711,0,0
Ddx59,9,4
Zfp69,4,3
Syt5,2,91
Gm9059,3,2
Matn2,3,0
n-R5s46,0,0
Gm13264,0,0
Chrdl2,5,0
Gm6823,0,9
Gm10466,0,0
Fgf6,5,0
Kars,125,68
Rhbdl2,33,71
Trip10,26,18
Defb47,0,0
Gm12220,0,0
Wnt2,6,0
Gm13568,0,2
Gm13234,0,0
Gm10774,0,14
Mir449c,0,0
Pilrb1,0,0
Trbv1,0,0
Olfr1021-ps1,0,0
Zswim3,5,18
Tfpi,12,0
Zfp454,0,0
Tlr11,0,0
Kbtbd8,4,0
Gm15560,0,0
Gm15123,0,0
Gm8877,0,0
Myh14,67,76
Kdm2b,106,26
Spns3,9,5
D830025C05Rik,0,8
0610010F05Rik,39,35
Adra1b,14,19
Fam117b,32,35
Gm2892,0,0
Olfr394,0,0
Snx2,46,19
Sdf2l1,107,15
Rab12,42,12
Gtpbp4,64,15
Lypla1,18,36
Gm16148,1,0
Areg,13,7
Acss2,50,3
Gm15864,0,0
Gm13272,0,0
Gm11980,0,0
Usp43,13,16
Gm16236,0,0
Gm8595,0,0
Prss41,1,0
Caskin2,25,35
Gm16400,0,0
Nebl,33,45
